User,rating,Tanggal,ulasan
Oktavia Putri,4,7 tahun lalu,"Penginapan cukup terjangkau, ada kolam renang dan lesehan sekaligus. Makanannya enak"
Nur Isnaeni,4,4 tahun lalu,"Recommended buat keluarga yang punya anak kecil
Karena ada kolam renangnya"
Wahyu Winarno,4,Diedit 2 tahun lalu,Enak suasananya seperti pedesaan
dien Muvita,2,7 tahun lalu,Tempatnya kurang comfort buat dolanan anak2..mainannya nanggung dari kesan taman dolan..mohon bisa direnov lg ya dan mainannya bener2 sesuai namanya
meylina purnamawati,4,7 tahun lalu,"Makanannya enak, tempatnya asyik buat main anak2..cocok untuk keluarga"
Tuti Ismawati,4,4 tahun lalu,Receptionis ramah tempatnya kereeeen banget nuansa di pedesaan tapi bagus banget di tambah lagi makanannya enak banget gurame dan ayamnya
Sofia Novita Sari,5,6 tahun lalu,"Suasana nyaman, cocok utk liburan keluarga. Maupun gathering perusahaan. Outbound sekolah TK dan SD"
Sysmsu Rangga,2,6 tahun lalu,Suasana ok sejuk tata lokasi bagus.rasa makanan kurang ok klo harga standart
ali sugiarto,4,6 tahun lalu,bagi penyuka suasana pedesaan dan masa kecil yg penuh aneka rasa permainan dg rasa kebersamaan bukan individu
Sherina Bulan S.H,5,4 tahun lalu,Bagi pecinta alam mampir kesini yuk. Ada kolam renangnya juga
Firmansyah Akbar,5,7 tahun lalu,"Taman Hiburan , kolam renang dan penginapan yang sangat asyik dan menantang , dan juga ada air terjun Coban Lanang yang sangat bagus!"
Daning Puspitawati,5,7 tahun lalu,Buat ank kecil tempt nyamn makanannya enk murah lg pokok buat liburan ok deh 👍👍 …
Meirina Pradita,5,5 tahun lalu,Bagus banget tempatnya.  Kayak di junggle fun.  Banyak Gasebo untuk makan.  Dan banyak kolamnya
Titik Sulastri,4,Diedit 7 tahun lalu,Taman dolan bagus asri seger sayang blm ada wifi jadi mendengarkan suara kodok bernyanyi n gemercik air
Purwanto IM,4,7 tahun lalu,Lumayan seru sih... Kalau penginapan nyaman.. suasana alamnya sangat terasa...
Teresia Wiryandari,3,7 tahun lalu,Masih dlm taraf renovasi jd blm begitu nyaman. Pelayanan juga kurang. Harga kadang tidak sesuai. Yg tertera.
Budi P,5,7 tahun lalu,"Bagus sekali, nuasa pedesaan & ada kolam renangnya jg untuk outbond"
Fanisa Putri,4,7 tahun lalu,"Pelayanannya kurang, menurut saya kurang cocok untuk anak kecil dibawah 7thn. Saya kesini pada saat malam tahun baru"
Mas Ozan,5,3 tahun lalu,Tempat Asyik untuk acara keluarga atau team. Tempat asyik dan asri.. Rugi nggk mampir disini...
Amaliadwi Arfiani,5,8 tahun lalu,Tempatnya ademm nyamann dan tenang cocok buat liburann bersama keluarga 😘😘😘 …
Hafshah & Family Chanel,1,4 tahun lalu,"Tetap saja ..pelayanan  makanan lama.sekali
Sejak.dulu sampai sekarang ndak ada perbaikan  kah..."
Dwi Handoko,4,7 tahun lalu,"Tempatnya cukup nyaman, anak-anak puas berenang disana, tarif masuk murah"
Asnatius Adutae,3,7 tahun lalu,"Suasana enak utk istirahat, tapi utk rekreasi tidak memadai baik permainan maupun tempat ..."
noer miati,5,8 tahun lalu,"Enak sih main ke taman dolan serasa di desa, nyawah, renang, senang kalau buat outbond anak sklh"
harry semut,1,4 tahun lalu,Kecewa...sudah reservasi beberapa hari sebelum nya...tp pas datang room sdh di isi org laen
Arief Setiawan,5,3 tahun lalu,"Alhamdulillah...tempat wisata keluarga dan tempat outbond yg aman , nyaman dan representatif"
Muliati Muliati,4,7 tahun lalu,"Kolan renang yg alami dg nuansa pedesa an. Cocok buat anak"" liburann."
Asma' Nabila,4,8 tahun lalu,Sejuk nyaman resto n tempat bermain tradisional plus kolam renang
denny denny,5,7 tahun lalu,Suasana pedesaan tempoe doeloe...cocok buat liburan keluarga dgn konsep baru dan mendidik.
Wahyuni Sari,4,7 tahun lalu,Wisata yg murah dan kulinernya jg...gazebo banyak pilihan... pelayanan memuaskan...
Kiky D Amelia,3,8 tahun lalu,Sebenarnya bagus cuma agak kecewa krn air d kamar mandinya tadi pagi gk ngalir
Wibowo Prasetio,2,2 tahun lalu,"Teman bermain outbound, juga ada vila penginapan, dan dekat perumahan villa house."
Anggun Azizah,5,3 tahun lalu,Tempat nya nyaman enak bgt buat wisata
Bibit Rosida,3,8 tahun lalu,Cocok untuk wisata keluarga dan mengenalkan anak-anak pada macam permainan tempo doeloe
arif kurniawan,5,4 tahun lalu,"Tempat yang tenang untuk berlibur sama kluarga,dengan harga yg sangat terjangkau.."
Achmad Berlin Rifai Rifai,4,setahun lalu,Bagus airnya bersih dekat persawahan dan sumber matair
Maulana Fardan Alhamdi,5,7 tahun lalu,Saya sangat suka Taman Dolan yang berada di desa giripurno ini.karena disini kita bisa bermain sekaligus belajar.
Dargombes,5,4 tahun lalu,Rekomendet buat liburan keluarga
Itsme Linnz,5,6 tahun lalu,Tempatnya sangat back to nature....b
Fena Frezy,5,4 tahun lalu,"Harga terjangkau dan view nya oke banget, asri dan kamarnya nyaman banget."
Samsul Arifin,4,Diedit 6 tahun lalu,Cocok untuk Rekreasi bersama keluarga terutama bersama anak-anak (minimalis style)👍☺️ …
Rizky Wahyu Ulfayani,5,setahun lalu,Sukanya itu pilihan kolam renang nya banyak
Riski putra,5,7 tahun lalu,"Asyik banget outbond di taman dolan, instrukturnya juga ok banget, puas deh bisa outbond di taman dolan....OTP BGT..."
fendi jabrik,5,5 tahun lalu,Tiket masuknya murah.
Ulum Munawatul,4,6 tahun lalu,"Tempatnya alami, sayang belum jadi semua"
Melisa Setiowati,5,7 tahun lalu,"Bagus suasananya bikin betah, buat yang ingin berenang tinggal bayar 10 rb"
Najwa Putri,3,8 tahun lalu,Tempat wisata keluarga yg enak ada kolam renang dan menu makanan yg murah
Dedyku 13,4,7 tahun lalu,"Kolam yg ber view bagus, cuma tiketnya kalau bisa di permurah lagi"
Hari Sugiarto,5,7 tahun lalu,Keren tempatnya untuk mengajari petualangan anak
Dian Aris,5,6 tahun lalu,"Tempat yg sejuk, kolam renang disukai anak-anak dan harga yg terjangkau"
Cangkir Guru (Cangkir-Guru),5,2 tahun lalu,"Outbound nya sangat recomended, trainer nya keren keren dan kece. Dan sangat menguasai anak"
Hari Cesariyanto,2,5 tahun lalu,Sangat jelek dan biasa aja menurut saya dan harga tiketnya dgn tmpt sprti itu sangat mahal
Sarwono Aja,5,setahun lalu,Tempatnya nyaman untuk beristirahat. Sejuk banyak pohonan
chariroh fathoni,4,8 tahun lalu,"Viewnya bagus, kolam renang, permainan tradisional jg ada dan makanannya enaaak murmer"
Dewi Motiek,5,3 tahun lalu,"Gurami bakare endeeesss..
Jahe panas nya mantull..
Jahe asli, bukan sari jahe sachetan..
Suasananya tenang dan asri.."
Wiwin Indah (Ninamifamily),4,7 tahun lalu,tempat nya sip n lumayan buat anak bisa berenang n bisa makan hehehe
Salesman Sby2,5,7 tahun lalu,"Out born yang sesungguhnya, ada rumah yang terbuat dari kayu. Makanan juga terjangkau harganya."
Taufik Hidayat,5,2 tahun lalu,Suasana Pedesaan dan Nyaman
Lutfi Adi Nugroho,5,4 tahun lalu,"Tempat sejuk nuansa alam pedesaan, harga terjangkau, pelananan bagus"
Mister X,5,5 tahun lalu,"Tempat wisata yang friendly untuk anak-anak dan keluarga. Terdapat penginapan, tempat makan, dan wahana hiburan."
Endang Ari,5,6 tahun lalu,"Tempat outbond yang murah,berkualitas tapi sayang rasa makanannya kurang nendang"
Elok Jamilah,4,6 tahun lalu,"Tempatnya alami tapi medannya berat bwt saya, krn hrs naik turun utk menuju ke kamar hotel"
Putri sihombing,5,3 tahun lalu,"Bagus. Kamar nya Luas, Instagramabel, Ada sawah sawahnya, Ada pemandangan gunung"
Permadi,4,5 tahun lalu,Nyaman suasana berasa di zaman kuno...
Muhamad Fuad,4,7 tahun lalu,Bagus... Asyik kok makanan dan tempatnya..  Buat kluarga recommended.
Dwi Darmanto,5,7 tahun lalu,Asri.. Nyantai.... Bs beli sayuran langsung ke petani.... Mknan relatif murah
FiTri Ya,5,6 tahun lalu,"Tempatnya nyaman n sejuk...
Air kolamnya jga seger.."
ditapuspita anggraeni,5,7 tahun lalu,"Tempat yang bagus buat rekreasi,
Dan wahana yg sangat murah sekali.."
Ryo Adi,4,2 tahun lalu,"recomended utk tmpt berenang,,hrg camilannya lumayan waw"
Arif Setiawan,5,setahun lalu,Udara sejuk..viuew cantik..dekat wisata batu..dekat malng kota..strategis
M. Yusron Habibi,5,7 tahun lalu,Kolam renang yang cocok untuk anak-anak karena air kolam yang jernih murni dari sumber air.
surya ayu,5,setahun lalu,Keren... permainan ice breaking nya juga menarik
aneka jus buah segar,5,2 tahun lalu,Tempatnya bagus
bang yos86,5,4 tahun lalu,Makanannya enak seperti di desa dan anak2 jg bisa berenang
Agus chanel,5,6 tahun lalu,"Makanan nya enak banget suasananya sangat sejuk dan pedesaan, pokoknya mantul"
Beny Benyamin,4,7 tahun lalu,"Tempat yg nyaman buat bersantai dan berenang,,, ada tempat penginapan nya juga"
Muhammad Riyo,5,6 tahun lalu,Luar Biasa utk Tim Pemandu Kegiatanny.salam buat mbk adelia..tetap smngat..dr MINurul Huda 1
Dea Tungga,5,10 bulan lalu,"Seru...
Pemandunya asik-asik...
Suasananya itu yang menyenangkan..."
ForeverRonny,5,5 tahun lalu,"Mampir makan siang di Taman Dolan Kota Batu. Masakannya enak, tempatnya nyaman 👍🏽 …"
ifan mangan_ae,3,5 tahun lalu,"Kolam renang lebih bersih lagi .
Makanan lebih variasi
Penataan ruang lebih di tata lagi"
Achmad Zainudin,5,8 tahun lalu,"Tempat yang keren ,adem,asri sampai seakan akan rumah sendiri harga terjangkau"
App Nina karlina,3,7 tahun lalu,"Pilihan kolam renang anak banyak, msh banyak lokasi yg blm selesai pengerjaanya."
Ella 7,5,Diedit 6 tahun lalu,Tempat yg pas untuk liburan bersama keluarga.Harga tiket pun terjangkau.
Zaenal Abidin,4,8 tahun lalu,Tempat yg bagus untuk meeting n rekreasi keluarga..murah meriah
Depp Depp,5,3 tahun lalu,Sejuk...suasana pedesaan...mantapp
Yurika Octaviana,5,5 tahun lalu,"makanan enak, tempat asri, nyaman. cocok untuk kumpul keluarga santai2"
asmaul choiriyah,3,6 tahun lalu,Kolam renangnya kotor semoga petugas lebih memperhatikan lagi
Chusnul Fatmah,5,6 tahun lalu,"Menyenangkan, cuman eo dr pihak taman dolan jumlah nya kurang banyak , jd kurange terkontrol,,,,overall sangat menyenangkan 🤩 …"
Jeffry Alim,3,7 tahun lalu,"Banyak ide, namun perlu banyak spot perlu perhatian utk perawatan. Seperti area kolam anak, area outbond"
marsha salsabella,5,7 tahun lalu,Saya sangat suka dengan taman dolan karna objek foto bertema pedesaan dan semua tentang pedesaan.sangat menyayangkan jika di lewatkan
Wirastuti Rachmawati,4,setahun lalu,"tempat suasana alam..saya suka😍😍bersih, nyaman"
Santi Rama,5,7 tahun lalu,tempatnya sejuukk bangett recommended buat tempat liburan bersama keluarga
Huda Trawas,4,5 tahun lalu,"Pelayanan bagus,dapat diskon juga,view nya juga menyegarkan,di suguhi pemandangan sawah..."
dustrak R,5,setahun lalu,"wisata alam, cocok buat outbound anak anak, pendidikan pelestarian alam"
Sutono tono,5,8 tahun lalu,"Murah meriah, Ok banget, air kolam nya bersih, tidak bau kaporit"
Hariani Ningsih,3,4 tahun lalu,memuaskan tapi ada yang kurang sedap di pandang...samping kolam terlalu kotor
ali jebrat,5,3 tahun lalu,Tempat alami... Asri tetapi parkirnya
dali loebis,5,7 tahun lalu,Menawarkan sensasi berlibur yg unik dan menyenangkan dgn view yg indah serta staff dgn pelayanan yg ramah
"Agung Pramudya,SE.",5,4 tahun lalu,"Tempatnya sangat, nyaman sekali. Pemandangan indah sekali. Bisa buat Refresing."
Zahida Qolbi,5,7 tahun lalu,"sejuk, kolam renang bersih alami tdk berbau kaporit,,murah meriah"
Ari Nugraha,3,8 tahun lalu,"Parkiran kurang luas, ada kolam renang untuk anak-anak, area kurang luas"
Krisna ST,4,9 tahun lalu,"Makanan lumayan enak dan harga terjangkau, tempat nya antimainstream"
Djoko Sri Santoso,5,5 tahun lalu,"Tmpat rekreasi/dolan anak2 yg bagus,luas n mendidik"
Sri Nurhanik,4,2 tahun lalu,Serunya waktu di kolam ada gamenya rombongan kami
Joko Salam,5,7 tahun lalu,"Tempat bermain yang OK, tersedia berbagai fasilitas yang OK punya....
Puas dan pas...."
nayaaa naaniii,3,8 tahun lalu,Andai atap2 bangunannya pk ilalang ato ijuk mungkin akan lbh menarik dan asri drpd pk genting
Suci Hariyati,5,7 tahun lalu,Ayo berkunjung ke Taman dolan dengan HTM murah meriah. Cocok untuk bersantai bersama keluarga
Dhani Pradipta,3,4 tahun lalu,"Untuk tempat saya kasih ★5 tapi kalau untuk pelayanan saya kasih ★3 aja, sayang sekali tempat bagus tidak di imbangi dengan pelayanan yg bagus pula"
Mochamad Djaelani,4,7 tahun lalu,Lokasi mudah dijangkau makanan lumayan enak tempat masih alami
Blue el,5,5 tahun lalu,"Pemandangan asri dan suasana yang damai, bisa lihat pemandangan malang pas malam hari, bagus."
IFs,5,7 tahun lalu,"Sangat lengkap, penginapan, makanan enak, outbond, permainan tradisional, an masih banyak lagi"
arief rian,5,7 tahun lalu,Tempat asik dan rapi. Menawarkan pengalaman baru dalam berlibur. Cocok untuk kantong
hepi craft,3,Diedit 8 tahun lalu,Tempat terlihat dari jalan raya. Parkiran luas kolam renang untuk anak anak dan dewasa terpisah
Anya Sablon,4,7 tahun lalu,Tempatnya bagus tiketnya murah tapi sayangnya GK boleh bawa bekal dari rumah
Farid Susanto,4,6 tahun lalu,"kolam renangnya untuk anak"" semua, nggak ada yg untuk dewasa"
Febri Ryan,5,Diedit 4 tahun lalu,"bagus untuk outbond keluarga maupun anak sekolahan khususnya TK & SD,"
imamura az,5,9 bulan lalu,Tempat menginap yang asri dan sejuk
ghofur gp,5,6 tahun lalu,"Bagus, indah pemandangan dan banyak outbond nya utk anak-anak"
pramuditya nuari,5,6 tahun lalu,"Bagus banget parah ini tempatnya, semuanya menurut gua worth it banget sih"
Ryan Athakurniawan,2,setahun lalu,nunggu makanannya lama padahal lagi ga rame
Roqib Mudji Wibowo,4,6 tahun lalu,Lumayan... taman rekreasi dg view pemandangan alam are kota Batu
ENDY INDARTO,5,7 tahun lalu,Wisata murah tp ga murahan....suasana enak buat keluarga...ada diskon gak  ya....
Devi Winda Putri,4,8 tahun lalu,Tempat rekreasi dan bermain keluarga. Asyik suasana pedesaan
Kasan Pratama,5,5 tahun lalu,tempatnya bagus dan asri.
khanza Al Irsyad,3,7 tahun lalu,"Semoga kedepannya bisa lebih baik lagi ,,"
Asfia Noor,3,7 tahun lalu,Tempat yg menyenangkan buat anak2 outbond. Dan mengenal alam
Dina Rubhi,4,5 tahun lalu,"Perparkiran agak kurang support klo buat rombongan besar, natural place banget ^^"
Serba Serbi Video,5,Diedit 6 tahun lalu,Cocok buat rekreasi kluarga
Dimas Nugroho,5,5 tahun lalu,"Wisata Alam yang asri dan sejuk, bisa bermalam di suasana pedesaan dengan kegiatan yang menarik"
Ahmad Bagus Prayogo,3,5 tahun lalu,Tempat yg nyaman dan asyik buat acara keluarga
Dita Suprayitno,5,6 tahun lalu,Tempat yg asri n kolam renang yg aman buat ank2..
dewi nuriani sutanto,4,7 tahun lalu,"Ada kolam renang, sedia makanan jg, akses jalan jg sdh braspal dan lebar"
Triani Semawati,1,7 tahun lalu,"Biasa aj..hanya kolam renang kecil,penginapan dan rmh mkan.."
Lucky Hand of God,3,5 tahun lalu,"Lokasi mudah diketahui sebab pinggir jalan
- tidak boleh bawa makanan & minuman dari luar"
Yuli Rahmawati,3,5 tahun lalu,Tempatnya kurang nyaman.. tp menu ayam engkungnya enak
Yuda Pratama,3,6 tahun lalu,"Cocok untuk bermain /wisata keluarga,nyaman tempatnya dan sejuk"
Erica Gandi Jasmine,4,6 tahun lalu,Tempat liburan keluarga yang nyaman dengan pemandangan segar sawah dan lingkungan pedesaan
Santo Rini,3,6 tahun lalu,"Sebagai tempat rekreasi yg ad kolam
renang ok lah"
Maya Fitri,4,8 tahun lalu,bagusss  buat kluarga ada kolam renangnya udaranya suueeejjuukkk
Yudhi Syaifudin,3,4 tahun lalu,"gak sesuai harapan, masuk untuk makan minum..dikenakan biaya masuk.."
Kingkin Afwan,4,6 tahun lalu,"puas nginep disn, smpt ada slh paham mslh rate, tp terselesaikan dgn baek.."
ilena dwika,5,3 tahun lalu,Tempatnya luwas dan indaah dan banyak pepohonan serta sungai.
Andrij Voirest,4,7 tahun lalu,Perlu di tambah wahana dan lainnya..  Suasana tenang sperti di bawah pegunungan...
ustadi Madu,3,7 tahun lalu,"Tempat strategis dipinggir jalan, murah hanya kurang bersih, parkir juga sempit"
Rahmadhani Tristanto Putra,5,3 tahun lalu,"Tempatnya bagus.
Tiket masuk murah.
Makanan enak."
Elsy Clarenza,4,6 tahun lalu,Buat outbond anak2 lumayan cuma agak menakutkan jalannya
Gamal Abiyyu,3,7 tahun lalu,Tempatnya lumayan bagus... Untuk kalangan menengah ke bawah
Faiqo Nurmala,5,5 tahun lalu,"Tempat asik dan nyaman buat outbond, acara keluarga, gathering dll"
ahmad arpas,2,setahun lalu,Air gatal kolam renang nya
Emma Noor Rahma,3,5 tahun lalu,"Tempat masih dalam pengerjaan, jadi bisa dimaklumi jika fasilitas masih semrawut, belum tertata indah dan rapi"
Mukhlis Fathoni,5,7 tahun lalu,"Tempatnya sejuk, alami, indah, Outbound sangat seru ditunjang berbagai fasilitasnya."
Rahman Firdiansyah,5,Diedit 4 tahun lalu,Tempat rekreasi serta hotel di kawasan batu yg ramah anak dan keluarga
cholifah pramono,5,setahun lalu,"seru gamenya, mbah naim sungguh memberi trauma manis wkwkwk"
Poer watib,5,5 tahun lalu,"Tempatnya sangat bagus buat anak"" dan murah meriah"
Alfan Fadli,3,6 tahun lalu,Bagus banyak rest area.nya cuman kolam renang kurang
Ita Rakhma Farikhta Samsul,4,4 tahun lalu,"Makanan yummy harganya sepadan , suasananya nyaman, pas kan"
Sri Wulandari,4,8 tahun lalu,"Tempatnya sejuk, tenang, cocok untuk bermain anak-anak"
siska andriyani,4,8 tahun lalu,Murah meriah untuk bermain anak2. untuk grup kurang profesional
Anan Lazuardy Kalimasada,4,8 tahun lalu,Sepertinya belum selesai pembangunannya
Dwi Puspitasari,4,2 tahun lalu,Suasana alam yang Asri dan Nyaman. Rekomend untuk out bound
Hendri Tachul,3,8 tahun lalu,Bagus tempatnya.. Sayang masih pembangunan jd masih blm maksimal
Dongeng Anissa,1,6 tahun lalu,"Harga terlalu mahal untuk fasilitas itu,  fasilitasnya kurang banget.  Jauh dibanding fasilitas sebelahnya"
Abdulloh Aqila Alfatih,4,7 tahun lalu,"Pelayanan ramah, tempat nya asyik n seru banyak mainan tradisional nya"
Riyan Rodestra,5,5 tahun lalu,"Menyenangkan buat keluarga foto,,tmpt yg asyik bgt"
Nanang Junaedi,3,5 tahun lalu,Terletak di desa berjalur strategis. Dikemas kreatif & membuat pengunjung senang
deasy wega hariyati,5,5 tahun lalu,Tempat ngumpul dengan keluarga dan teman. Ayam bakar nya uenakkkk polll
Tri Sakti,5,3 tahun lalu,"Tempatnya sangat nyaman dan menunya enak"" semua"
Rosidah Setyo,5,2 tahun lalu,Suasananya enak di area persawahan
IndrA AmAnthA,1,6 tahun lalu,Kurang bagus dan gak rekomended... saya kecewa... semoga anda tidak dikecewakan seperti saya
Dini Octavia,5,7 tahun lalu,Hrg makanan sangat terjangkau...to banget lah pokoknya
Ayu Aprilianti Anggraini Anggraini,5,4 tahun lalu,"Tempatnya bagus dan sejuk, sayang wktu kesini saat gerimis"
dara hasana,5,3 tahun lalu,"Tempatnya bagus, pegawai nya juga ramah, the best deh😇"
dika mahardika,4,6 tahun lalu,Lumayan seru untuk acara keluarga atau kantor kecil untuk lebih merapatkan kekeluargaan
Tatok Kurniawan,5,8 tahun lalu,"Bagus, murah pula. Cocok untuk rekreasi sekeluarga.."
RONADA Elektone,5,6 tahun lalu,"Tempat sangat nyaman , pelayanan memuaskan ,,,harga terjangkau...ada tubbing"
Sis 0881,5,3 tahun lalu,Pemandangan alam indah.. Udara sejuk.. Makanya enak.. Pelayanan bagus..
Nisfu Amaliasani,4,Diedit 7 tahun lalu,Tempat out bond dan wisata edukasi.. Ada kolam renang dan penginapan nya juga
Ratna Lutfiyanida,5,7 tahun lalu,"Tempat rindang..ada kolam anak, dewasa dan ada outbond nya juga.."
ahmad wahidin bahar,5,6 tahun lalu,Kolam renang yg murah meriah ditambah ada lesehann yg enak
Ratih Lampard,5,7 tahun lalu,Liburan Tanpa polusi udara dan suara..  Sangat pas utk Liburan keluarga
